TIMESTAMP,TA_F,P_F,PPFD_IN,LE_F_MDS,NEE_VUT_REF,GPP_DT_VUT_REF
20130608,12.33,22.4,231.7375,26.7598,-1.18177,7.54715
20130609,13.717,1.7,323.75625,35.1475,-3.18859,10.0935
20130610,16.886,0,624.1645833,67.5844,-4.79763,12.4887
20130611,12.581,20.7,151.2791667,16.8627,-0.0219101,5.73531
20130612,12.504,19.6,108.7458333,6.88264,2.30997,4.68851
20130613,15.605,0,567.6083333,79.815,-6.12459,11.9699
20130614,16.084,0,419.5229167,43.8901,-3.59049,10.2624
20130615,17.861,0,636.06875,62.2437,-3.16055,12.0453
20130616,17.233,0,475.2395833,45.8419,-2.22477,10.0604
20130617,17.936,0.1,468.9666667,50.018,-2.63357,10.6424
20130618,16.018,0,572.3770833,52.9305,-3.73004,11.1312
20130619,16.294,0,697.4479167,55.3773,-3.40947,11.5476
20130620,17.54,0,612.175,57.2864,-2.45567,10.4553
20130621,19.876,0,597.2833333,58.1998,-2.04084,9.55686
20130622,18.303,0.5,289.75,39.4911,-2.79693,7.76597
20130623,18.965,4,235.3375,29.5993,-2.66584,6.95364
20130624,23.193,3.1,411.04375,59.521,-0.749298,8.23307
20130625,23.018,6.7,544.4625,60.1133,0.206532,8.32412
20130626,17.349,0.1,138.6479167,17.9005,2.1908,5.21226
20130627,14.547,0.8,128.3666667,14.9794,0.79292,5.61417
20130628,14.208,25.9,63.84375,3.47137,3.51175,3.59718
20130629,18.415,3.6,125.9145833,11.6573,1.99643,6.0031
20130630,21.374,0.1,452.9458333,78.6395,-2.4706,10.6751
20130701,21.96,0.2,344.1270833,51.6447,-1.21444,10.2475
20130702,14.188,12.1,122.2104167,13.6161,2.82515,6.17628
20130703,20.576,0,567.90625,77.7539,-3.49201,11.5591
20130704,25.576,0,625.0083333,74.2078,-0.681396,10.6502
20130705,26.499,0,547.9041667,70.064,-1.47133,10.5261
20130706,25.268,0,483,66.5402,-2.6818,10.9353
20130707,26.055,0,591.75,72.8287,-1.1831,12.067
20130708,19.235,1.1,407.0854167,67.6043,-3.86973,13.1887
20130709,20.134,0,472.225,64.5339,-4.09346,14.1934
20130710,18.764,0.3,231.8583333,35.3699,-2.05235,10.4551
20130711,20.58,0.9,251.425,38.5996,-1.08747,11.5685
20130712,20.213,0,643.1645833,71.8768,-2.69078,13.9444
20130713,21.987,0,683.30625,72.4498,-0.415905,12.4449
20130714,24.516,0,633.0020833,72.7971,-1.42735,11.4487
20130715,26.451,0,654.7208333,71.3977,-0.587573,10.703
20130716,26.61,0,552.7458333,80.8363,-2.55015,11.5574
20130717,23.675,12.7,571.8979167,80.8752,-4.52577,13.2711
20130718,22.855,0.4,566.8041667,104.945,-3.17047,12.5703
20130719,23.885,0.1,424.78125,60.9429,-2.63393,10.8037
20130720,23.661,0,347.5208333,59.8322,-2.90767,11.4167
20130721,19.326,0,649.5375,69.8058,-3.02014,12.697
20130722,18.876,0,576.4791667,73.5614,-4.70131,11.7885
20130723,17.057,9.7,116.4895833,10.1621,2.5444,3.86691
20130724,19.186,0.2,460.0604167,85.2458,-3.17479,10.0946
20130725,17.081,0,581.1208333,63.7636,-4.1194,11.9617
20130726,16.076,23.5,106.5270833,8.08296,4.63315,4.9222
20130727,20.499,1.9,572.2083333,81.9722,-1.84737,11.3535
20130728,20.42,0.1,480.8145833,61.7141,-3.64968,13.2126
20130729,19.192,1.4,191.6708333,22.9641,-0.584386,8.09466
20130730,20.277,0.1,575.3104167,76.6958,-3.5212,12.6061
20130731,20.439,0,558.8729167,57.3876,-4.45304,12.0453
20130801,19.915,0,569.9875,60.8806,-2.14206,11.9466
20130802,16.673,8.8,138.7666667,14.0092,1.02425,5.68252
20130803,16.185,1.6,325.95625,38.6453,-2.63058,10.3099
20130804,17.766,0,540.7625,58.7902,-3.72512,13.3449
20130805,15.578,0,374.6916667,38.5264,-5.07835,13.4622
20130806,18.699,0,563.8875,53.5792,-4.69442,14.0027
20130807,18.298,0,591.08125,58.6249,-3.15437,12.6666
20130808,15.824,0.9,80.42083333,3.11388,2.08911,3.02473
20130809,18.602,29.1,86.16041667,2.25831,2.06159,2.39814
20130810,18.848,0.2,569.9854167,67.8352,-3.12996,10.2549
20130811,17.982,0,484.4375,41.8637,-3.75999,10.2078
20130812,19.536,0,524.30625,55.6425,-3.52538,10.528
20130813,17.957,2,294.5354167,28.8256,-2.53174,8.94131
20130814,17.967,0,340.23125,51.7205,-2.94448,9.33779
20130815,16.994,0,509.775,44.3716,-4.37931,11.8168
20130816,17.383,0.6,437.6604167,40.5698,-3.43189,10.4798
20130817,18.183,0.1,508.3041667,54.13,-4.35384,11.3384
20130818,18.058,0,467.3354167,52.7978,-4.43841,10.0296
20130819,21.064,0,505.23125,46.5792,-4.80608,9.81659
20130820,21.968,0,372.9395833,42.6542,-3.28115,9.33847
20130821,22.954,0,523.44375,53.5961,-4.57466,10.2024
20130822,21.656,1.7,428.6416667,47.9025,-2.44318,8.17446
20130823,18.001,1.2,494.8625,62.2634,-2.79204,10.3019
20130824,17.309,0,553.4979167,44.0343,-2.71162,10.9821
20130825,18.039,0,541.4229167,44.485,-2.15459,10.8961
20130826,17.316,0,179.5208333,18.5291,-1.5611,7.34281
20130827,22.206,0,426.3,45.8579,-2.69132,9.57885
20130828,21.295,6.1,403.6208333,42.1508,0.0528219,8.58691
20130829,14.839,20.9,284.9041667,30.8339,-1.05223,6.83413
20130830,17.234,0.6,386.5645833,34.6906,-2.59764,3.96797
20130831,20.266,1.8,248.5625,28.7054,-1.62169,1.23232
20130901,21.417,0.1,300.9125,34.8461,-2.27931,1.4069
20130902,16.689,41.1,48.375,0.98476,3.61722,0.711658
20130903,19.554,5.7,284.125,39.8798,-2.60129,5.27016
20130904,18.388,0.1,467.4229167,56.2477,-2.43067,8.02441
20130905,12.846,0,374.4354167,42.7289,-2.4878,7.36124
20130906,12.189,0,499.50625,32.809,-4.10399,8.25404
20130907,14.949,0.6,300.1854167,31.7835,-3.47551,5.62333
20130908,12.394,0,303.5875,31.8884,-1.05256,5.05355
20130909,11.45,0,457,32.3474,-3.75807,6.77685
20130910,14.243,0,206.2770833,19.8648,-3.04842,5.8484
20130911,21.457,3.2,313.5666667,36.8635,-3.09812,8.69381
20130912,20.194,3.2,130.4583333,8.39943,0.784271,6.56034
20130913,17.119,19.2,89.6625,3.48417,1.79504,4.35252
20130914,14.431,0,252.4375,37.6346,-2.2024,6.44462
20130915,13.577,0,447.0916667,41.2682,-3.45799,4.17419
20130916,9.742,1.4,178.9916667,24.3471,-0.919117,0.945851
20130917,10.541,0,430.7229167,39.9139,-3.37507,2.10512
20130918,14.288,0,454.1229167,40.1343,-3.5873,2.70548
20130919,16.161,0,445.7520833,36.6788,-3.62109,3.90876
20130920,16.871,0,404.2833333,35.807,-3.201,4.82647
20130921,15.294,0,370.0541667,45.979,-2.66315,5.56685
20130922,15.945,8.8,99.90625,20.3101,0.896572,3.03858
20130923,9.415,0,199.2770833,54.1622,-1.1293,5.59955
20130924,8.808,0.9,124.04375,36.9834,0.0939041,4.83595
20130925,10.355,0,163.525,36.2849,-1.89691,6.13951
20130926,12.037,0,231.7979167,45.4083,-2.00345,6.95125
20130927,15.5,0,411.41875,56.7704,-2.38349,8.58801
20130928,14.932,0,419.2916667,40.2793,-2.50858,7.70997
20130929,12.563,0.1,406.3916667,46.7938,-1.45573,7.40102
20130930,10.201,0,320.60625,39.9623,-1.35653,6.12982
20131001,15.064,0,379.9354167,40.6727,-1.38763,5.48975
20131002,16.915,0,344.9375,43.9345,-1.73225,4.84587
20131003,15.733,0,385.1520833,50.2885,-0.818888,5.14099
20131004,14.132,0,339.8041667,52.0875,-1.5621,5.64006
20131005,10.489,0,254.2166667,39.7115,-0.0502811,5.8115
20131006,8.999,1.6,362.2833333,49.1539,-1.0316,5.61378
20131007,12.484,16.9,28.22083333,3.39662,3.67375,0.523452
20131008,10.355,0.6,344.6854167,88.6491,-0.455362,2.33958
20131009,8.972,0,366.6895833,31.0512,-1.00201,3.85713
20131010,10.269,0,341.2645833,36.5669,-1.32487,5.28082
20131011,13.997,0,342.86875,19.1968,-0.759526,6.96901
20131012,10.747,0,128.0166667,29.2194,0.213504,5.45226
20131013,9.414,0,291.1145833,20.8995,-1.81841,7.45962
20131014,10.951,0,188.2708333,25.6997,-1.34025,5.44174
20131015,12.934,0,269.3770833,40.5857,-1.82548,6.82059
20131016,11.562,0.4,169.6958333,28.3163,-1.78248,4.56558
20131017,12.768,0.1,178,34.8207,-1.45335,2.07663
20131018,10.265,5.1,103.5708333,33.0876,0.677289,0.526195
20131019,10.082,0,289.6145833,51.9748,-2.63973,1.34632
20131020,10.472,0.6,248.1479167,69.4181,-1.57891,1.19854
20131021,8.114,0,297.825,38.5893,-1.77245,1.42502
20131022,9.276,2.1,112.7541667,31.5013,-2.01605,1.28496
20131023,5.239,0.1,228.0125,29.3796,-1.96816,3.63145
20131024,4.031,0,190.3333333,45.0232,-1.08095,4.21399
20131025,4.676,0,282.4666667,40.3688,-1.08356,4.76355
20131026,2.764,0,135.3833333,28.412,-1.51212,3.30255
20131027,5.946,0,152.6354167,34.5783,-1.3506,3.08135
20131028,2.969,0,162.3479167,26.9285,-1.8808,3.25597
20131029,0.56,0,272,14.6334,-0.285059,3.11361
20131030,0.811,0,229.36875,17.219,0.07508,2.80478
20131031,4.452,8.3,89.875,4.80926,0.492639,2.46869
20131101,14.508,10.7,42.62916667,16.4494,2.44264,1.67571
20131102,9.976,0.8,156.15625,35.5335,-0.356254,2.56883
20131103,0.676,0.1,250.3270833,46.6766,-0.488618,2.65574
20131104,-0.498,0,253.55,15.0453,0.230091,2.16995
20131105,0.961,0,161.7333333,23.2279,0.206694,1.4125
20131106,5.364,0,203.5916667,25.8452,-0.301964,1.92292
20131107,7.672,3.073,25.98541667,14.409,1.64761,0.47692
20131108,1.797,0,195.1375,36.1918,-0.923417,2.45031
20131109,0.841,0,155.2145833,26.5272,-1.07875,2.28928
20131110,-0.804,3.4,23.18541667,4.29911,0.522295,0.816406
20131111,0.89,1,79.74791667,22.8228,-0.803215,1.80918
20131112,-1.683,0,99.6375,14.3367,-0.917994,2.30837
20131113,-3.657,0,126.9354167,11.3179,-0.834216,3.24786
20131114,0.838,0,122.8416667,5.09535,-0.656853,2.64738
20131115,3.419,0,152.4083333,13.1941,-1.99453,3.26708
20131116,3.171,0,114.0166667,8.70623,-0.848228,3.0098
20131117,2.322,0,75.38541667,5.24842,-0.505742,2.33808
20131118,10.384,8.1,94.01666667,3.59265,0.0258544,1.69511
20131119,1.767,0,134.9041667,33.0747,-0.368118,1.81167
20131120,-1.365,0,191.2833333,20.7275,-0.43746,1.60418
20131121,0.328,0,179.3395833,7.04769,-0.169284,1.21082
20131122,-0.673,0.1,71.12083333,5.49004,0.0634975,0.705506
20131123,-1.099,0.2,135.9791667,18.9166,-0.0173214,0.713099
20131124,-6.988,0,71.05833333,10.7033,0.378213,0.352543
20131125,-7.723,0,174.6854167,9.42401,0.229871,0.643459
20131126,-3.276,0,67.22916667,4.04706,0.585041,0.434004
20131127,6.722,36.1,11.75833333,4.0178,1.30242,0.110034
20131128,-3.499,0.1,150.8895833,17.4332,0.213935,0.833886
20131129,-8.5,0,159.05,14.6561,0.290836,1.05857
20131130,-8.424,0,170.9104167,9.64319,0.197168,1.5016
20131201,-3.523,0,13.17916667,3.11007,0.921695,0.733463
20131202,-1.258,0,26.80833333,4.71765,0.846586,0.529749
20131203,0.616,8.7,53.42083333,4.93237,0.583306,0.801172
20131204,-0.022,0,115.65,19.234,-0.0571805,1.33405
20131205,-1.389,0.1,39.06875,3.96547,0.82574,0.619311
20131206,2.481,2.7,32.49166667,0.0274961,0.803006,0.508281
20131207,-2.218,0,128.4854167,19.5158,0.390953,0.931378
20131208,-7.57,0,120.9770833,10.547,0.296049,1.17613
20131209,-8.808,0,31.15,6.97182,0.901439,0.687012
20131210,-6.34,0,49.9,16.2968,1.09203,1.13954
20131211,-8.373,0.004,134.5416667,13.1804,0.330091,2.54384
20131212,-14.209,0,155.21875,12.4481,0.383664,2.72599
20131213,-14.706,0,154.8708333,12.4759,0.318087,2.65778
20131214,-17.649,0,158.3979167,11.8973,0.482135,2.55956
20131215,-13.067,0,30.325,6.93412,1.33815,0.765818
20131216,-13.26,0,154.7958333,11.9052,0.527961,2.58417
20131217,-17.169,0,153.5833333,9.29316,-0.117217,2.54882
20131218,-10.293,0,110.9104167,-1.99855,-2.14042,2.0963
20131219,-6.707,0,65.97291667,-1.20493,-1.91305,1.55502
20131220,-4.925,0,21.65416667,-2.06399,-1.96149,0.586538
20131221,-6.86,0,20.94375,-1.94988,-1.76143,0.569904
20131222,-6.154,0,13.41875,-2.48024,-1.84474,0.397217
20131223,-4.689,0,14.77291667,-2.51448,-1.69101,0.401895
20131224,-8.178,0,74.74166667,-2.39395,-1.65504,1.35233
20131225,-12.841,0,232.00625,-3.08611,-2.63238,2.52004
20131226,-12.446,0,24.64583333,-2.49793,-2.96588,0.630819
20131227,-7.943,0,105.8041667,-1.50189,-2.8159,1.77727
20131228,-6.03,0,54.98541667,-2.40789,-2.71798,1.116
20131229,-4.923,10.134,-9999,-5.3453,-1.75197,1.31824
20131230,-8.917,3.888,-9999,0.0875417,-1.39324,2.31423
20131231,-17.02,0.114,-9999,2.67427,-0.986676,2.24685
20140101,-16.742,0.106,-9999,2.74849,-0.997395,0.774849
20140102,-22.281,0.794,-9999,3.37431,-1.17562,0.485707
20140103,-21.825,1.308,-9999,5.80233,-0.897089,0.497873
20140104,-18.575,0.011,-9999,4.1695,-0.98732,0.671416
20140105,-8.798,0.222,-9999,4.54312,-1.17562,0.686083
20140106,4.043,12.836,-9999,6.21568,-1.01651,0.0888476
20140107,-7.209,0.025,-9999,4.77978,-0.361778,0.72593
20140108,-7.522,0,176.4083333,7.3936,-1.12233,0.831234
20140109,-12.844,0,180.2854167,6.02756,-0.458499,0.856766
20140110,-11.83,0,160.11875,2.62203,-0.39901,0.73277
20140111,-1.752,15.1,12.71875,0.0801767,0.623249,0.0680926
20140112,3.967,2,68.08333333,-1.74682,0.726709,0.343573
20140113,2.157,0,167.8520833,12.3835,0.188559,0.905695
20140114,5.322,16.4,27.23541667,-0.303908,0.135001,0.54935
20140115,2.868,2.7,143.2541667,-0.925966,-0.595384,1.29688
20140116,0.833,0,64.67916667,0.0669788,0.200155,0.771045
20140117,0.668,0.3,44.18958333,-0.247229,0.362049,0.595272
20140118,-2.44,0,68.28541667,0.980629,0.356705,0.901829
20140119,-3.185,0,20.61666667,0.111303,0.756082,0.492834
20140120,-7.25,0,18.00625,0.00051105,1.00917,0.4371
20140121,-17.246,0,200.11875,-0.908109,0.562602,1.85639
20140122,-18.354,0,102.0583333,-0.501684,1.25603,1.28044
20140123,-16.209,0,183.7875,18.5217,0.156504,1.82511
20140124,-16.465,0,209.5479167,14.8834,-0.264605,1.92299
20140125,-9.025,0,46.74791667,2.05973,1.02369,0.719566
20140126,-11.919,0,220.5395833,11.2355,-0.0916558,1.95349
20140127,-8.74,0.3,21.2,0.775864,1.11694,0.39701
20140128,-14.06,0,195.75,10.5367,-0.710411,1.96059
20140129,-13.249,0,200.975,17.9895,-0.966854,1.74498
20140130,-10.521,0,235.9333333,8.77003,-1.20655,1.99503
20140131,-3.634,0.1,164.06875,11.1395,-1.7602,1.56922
20140201,-1.924,1.1,213.79375,5.27763,-0.822161,1.85731
20140202,-0.14,2.6,41.15625,0.918263,1.29398,0.587686
20140203,-6.049,0,130.3,7.75708,-0.470102,1.45819
20140204,-9.177,0,252.45625,12.3131,-1.04526,2.10307
20140205,-9.003,0,23.89375,2.3979,0.565927,0.639748
20140206,-11.664,0,255.8229167,11.8439,-1.31913,2.00879
20140207,-10.241,0,208.1979167,5.62088,-0.758434,1.88729
20140208,-11.038,0.002,-9999,0.196511,0.751698,1.98233
20140209,-11.271,0.443,-9999,0.559146,-0.437942,2.04663
20140210,-9.863,0.386,-9999,0.162212,0.657145,1.91317
20140211,-13.545,0,270.4416667,14.5534,0.436632,2.10812
20140212,-11.821,0,289.3166667,12.5154,0.231584,2.12738
20140213,-6.356,0.2,79.8875,-0.312778,1.44774,0.891616
20140214,-2.91,0,65.23958333,2.92019,1.54875,0.810232
20140215,-6.003,0,154.2041667,8.95478,0.327374,1.43902
20140216,-7.639,0,196.2104167,16.943,0.434425,1.8165
20140217,-10.445,0,313.05625,33.9067,0.619657,2.78139
20140218,-10.789,0,178.0395833,9.02857,-0.171215,2.15532
20140219,-3.472,0,195.6666667,3.94449,0.348897,2.43173
20140220,0.541,3.4,267.8833333,41.3282,0.790267,2.65685
20140221,-0.852,7.2,64.22708333,0.936861,0.97789,1.52046
20140222,2.469,0.2,301.7583333,31.5503,0.555467,2.06298
20140223,1.906,0,215.7833333,17.5063,0.558299,1.5214
20140224,-4.019,0,264.00625,19.3453,0.952419,1.33252
20140225,-10.556,0,317.5625,20.8559,0.24008,1.38171
20140226,-9.693,0.482,-9999,12.1648,0.646233,1.17063
20140227,-12.043,0,305.6791667,27.298,0.280655,1.2135
20140228,-10.878,0,361.2291667,22.1799,0.169983,1.28556
20140301,-9.235,0,229.7291667,17.6803,0.6247,0.815439
20140302,-4.946,0,302.9355556,15.1837,0.528975,0.859318
20140303,-11.01,0,-9999,12.459,-0.185625,1.00647
20140304,-11.842,0,357.5416667,14.3397,-0.481389,0.890963
20140305,-12.522,0,364.6395833,18.9778,-0.187407,0.784254
20140306,-9.602,0,402.3645833,12.6697,0.0815753,0.768714
20140307,-5.553,0,400.7020833,11.7001,-0.0114357,0.668112
20140308,-1.355,0,241.7020833,6.6915,0.165779,0.381159
20140309,-5.481,0,416.2166667,5.13408,-1.59743,0.470228
20140310,-4.935,0,353.9958333,3.2905,-1.03996,0.306921
20140311,-0.381,1.5,74.94166667,0.571479,0.440146,0.0589245
20140312,-1.888,0.9,77.09375,-0.377822,1.69843,0.0357807
20140313,-10.59,0,110.4104167,1.2225,1.13683,0.0169934
20140314,-8.32,0.1,439.1604167,7.35306,0.476396,0.375605
20140315,1.283,6.6,121.7583333,0.67108,0.766032,0.371902
20140316,-7.427,0,450.2125,12.6496,-0.477102,2.41135
20140317,-12.281,0,457.4020833,12.7617,0.271716,3.94389
20140318,-6.612,0,453.2020833,12.9806,0.060822,4.40727
20140319,-2.192,0,342.2020833,10.5571,0.403929,3.25042
20140320,-0.13,16,92.09583333,-0.116711,1.18033,1.30788
20140321,-0.061,0,274.6604167,9.8065,0.322213,1.71839
20140322,-2.151,0,170.4958333,4.45695,0.67512,1.06628
20140323,-6.069,0.4,452.4729167,20.526,0.134393,1.99357
20140324,-10.925,0,482.10625,13.7605,0.584309,2.04497
20140325,-7.58,0,365.3354167,7.47668,0.212132,1.54061
20140326,-5.059,0.1,133.8833333,2.62885,0.591522,0.683253
20140327,-4.502,0,478.54375,17.4345,0.71785,1.98852
20140328,1.079,0.1,139.625,2.49848,1.29675,1.17139
20140329,5.498,0,427.8645833,10.2134,1.45718,2.37648
20140330,-0.477,1,53.41041667,2.13191,2.06388,0.657381
20140331,-0.994,0,110.63125,3.51812,1.72408,0.587156
20140401,2.429,11.4,537.5583333,69.6154,1.56802,1.70535
20140402,1.231,6.8,452.0645833,13.8414,0.851327,2.16728
20140403,1.382,0,464.2895833,11.4146,1.24851,2.42351
20140404,2.664,0,539.7833333,9.73517,0.477085,2.41838
20140405,1.897,10.6,118.6333333,1.39805,1.12807,1.21599
20140406,3.906,0,535.5,35.9379,-0.133812,2.99959
20140407,7.017,0,475,17.3843,-0.0233966,2.87922
20140408,6.09,10.5,90.6,-7.99989,0.383845,0.914746
20140409,4.408,0,544.4583333,36.5884,-0.843433,4.19562
20140410,3.902,0,551.9,26.1145,-1.56696,4.50842
20140411,10.407,0,459.1666667,30.306,-0.809096,4.07826
20140412,10.17,0,501.0125,32.8559,-1.65779,5.52983
20140413,2.874,3.4,106.3395833,6.95537,-0.51212,1.90563
20140414,9.87,0.3,367.0395833,4.42026,-1.60058,4.51599
20140415,11.499,11.6,136.3479167,-1.7121,0.053895,1.57978
20140416,-1.945,2.6,543.6791667,56.6606,-1.02317,2.87501
20140417,-0.281,1.2,538.75,39.0937,-0.392236,2.43406
20140418,2.712,0,511.2666667,22.6331,-1.12935,3.54773
20140419,3.251,0.2,290.9145833,18.1576,-0.972571,3.5069
20140420,5.748,0,571.95,35.8599,-2.91575,6.02761
20140421,7.418,0,291.9291667,25.427,-2.2345,4.68252
20140422,9.47,1.1,309.6458333,12.2044,-2.96988,6.37651
20140423,7.016,7.5,231.1291667,-1.98301,-2.31154,6.04286
20140424,3.536,1.7,270.1208333,16.7735,-1.82371,6.18169
20140425,6.598,0,509.5895833,47.739,-4.11716,8.91413
20140426,4.133,5.1,206.7479167,17.1178,-2.8388,5.17679
20140427,5.617,3.7,307.4583333,48.5616,-2.62049,6.21824
20140428,5.803,0.3,212.6791667,15.7213,-2.18339,5.27472
20140429,5.588,0,538.6458333,38.183,-3.71198,7.50927
20140430,5.073,0,468.93125,35.4685,-4.07635,6.90238
20140501,5.727,12.9,132.70625,8.25999,-1.20891,3.52046
20140502,10.846,0.3,348.71875,27.7454,-3.03464,6.90205
20140503,10.766,0,349.5291667,37.8315,-4.50032,6.69323
20140504,7.562,21.2,72.32916667,2.37415,0.0868247,2.16234
20140505,8.896,0,389.0875,60.2869,-4.12771,7.16379
20140506,9.523,0.1,435.4833333,56.5712,-4.93345,7.47686
20140507,11.494,0,502.28125,69.5029,-4.00104,6.99749
20140508,11.148,0,611.3,72.7612,-2.95083,7.0509
20140509,10.351,0,496.4583333,63.9802,-3.43552,6.76045
20140510,12.562,3.9,180.4979167,13.712,-0.658478,4.47499
20140511,16.757,0,557.0458333,90.9637,-4.10885,7.44823
20140512,12.483,0,581.1729167,63.8159,-4.34095,7.7517
20140513,10.071,0,635.3479167,68.7955,-4.49053,7.98788
20140514,8.617,0.1,178.8770833,30.8306,-2.09986,6.0662
20140515,13.148,0,222.7979167,31.1083,-2.69107,7.56151
20140516,16.807,0,540.9333333,62.9218,-3.77375,5.07055
20140517,13.091,10.9,82.58125,4.54335,0.869023,3.29138
20140518,11.827,8.6,195.2291667,24.0876,-2.45105,6.00503
20140519,10.57,4,191.24375,8.33509,-1.26124,5.63691
20140520,11.556,1.4,303.65,37.6086,-4.49576,7.64293
20140521,13.377,0.1,319.3833333,45.3773,-3.43516,8.13652
20140522,14.945,0.1,511.23125,77.8202,-2.986,8.61201
20140523,12.772,0,221.1083333,32.3399,-2.01583,6.79053
20140524,12.872,0.4,343.9020833,62.7436,-4.17833,9.03287
20140525,13.568,0,438.4854167,56.2347,-4.58734,9.6144
20140526,15.849,0.7,471.1854167,68.6434,-3.06132,8.83959
20140527,10.44,0,404.8666667,65.8226,-3.98483,8.29706
20140528,9.448,2.7,429.43125,77.6719,-2.84706,7.79856
20140529,13.863,0,-9999,68.2979,-3.18268,4.34005
20140530,13.332,0.163,-9999,63.9389,-3.7429,6.2292
20140531,14.034,0.013,-9999,62.7025,-3.47919,6.28116
20140601,16.717,0,-9999,68.1849,-2.58642,7.02086
20140602,18.395,0,-9999,65.6776,-4.65811,7.57377
20140603,17.817,0,-9999,75.7703,-2.67279,9.09718
20140604,13.782,1.318,-9999,12.4549,0.136917,4.31041
20140605,14.354,2.616,-9999,19.6579,0.129502,5.37252
20140606,15.439,8.1,277.0208333,70.6338,-2.47391,6.87547
20140607,20.348,0,614.1617021,69.5612,-2.57166,11.3252
20140608,21.19,0,565.1916667,70.0156,-2.84038,10.4825
20140609,22.637,0,577.8555556,76.3369,-3.93608,9.55203
20140610,15.326,6.196,-9999,39.5222,-1.19767,5.34571
20140611,17.426,0,-9999,33.2918,-1.7404,9.1424
20140612,14.559,3.112,-9999,37.8504,-2.14757,3.7268
20140613,14.345,15.916,-9999,40.7808,-2.18022,5.80954
20140614,16.29,6.076,-9999,33.5954,-2.90616,3.268
20140615,17.334,0.17,-9999,51.8845,-3.09941,5.21687
20140616,17.609,0,623.6708333,57.1537,-2.81688,8.21279
20140617,19.914,0,519.1770833,46.2112,-2.56439,6.75489
20140618,18.552,23.4,342.1520833,58.9447,-1.18471,5.65029
20140619,18.711,0,636.0833333,69.3222,-3.48448,8.27758
20140620,13.546,0,373.4125,51.559,-4.0824,7.84749
20140621,15.704,0,483.56875,50.2843,-4.02521,8.59645
20140622,16.738,1,420.6979167,47.3644,-3.13672,8.42589
20140623,18.957,0,613.05625,38.1729,-3.01175,10.3474
20140624,19.054,0,465.5625,60.3147,-3.8119,9.29522
20140625,17.586,9,138.69375,12.9716,1.33049,5.13381
20140626,16.461,28,159.2625,46.3766,-0.538981,5.7145
20140627,22.943,0,660.0041667,63.089,-2.71212,9.58829
20140628,22.448,0,583.5,52.1487,-1.98224,9.0452
20140629,21.8,0,636.71875,62.6458,-1.56519,10.1641
20140630,20.896,0.6,551.675,66.8601,-2.4283,11.5085
20140701,21.894,0,584.375,71.0752,-1.57179,12.425
20140702,21.496,0.3,436.0625,63.3888,0.145237,10.5772
20140703,23.22,1.1,506.4145833,67.7207,-4.12082,11.979
20140704,20.053,15.1,156.50625,24.0093,0.100194,8.0645
20140705,14.497,37.038,119.3227273,51.3197,0.208673,5.87773
20140706,21.43,0,470.0604167,90.4423,-6.39947,11.9154
20140707,20.459,0.9,383.0666667,55.0769,-3.9856,10.2385
20140708,22.95,0,492.8979167,65.7412,-2.73803,11.2814
20140709,23.512,0,582.7916667,80.9948,-4.26706,11.7488
20140710,20.657,0,563.9354167,89.9134,-6.25681,12.6981
20140711,19.726,0,620.6083333,99.2765,-7.34403,12.4538
20140712,20.897,0,572.4270833,98.9789,-9.78839,11.4468
20140713,20.141,0,424.4520833,78.9582,-9.64632,10.8738
20140714,23.069,1,582.925,97.611,-10.0255,9.73637
20140715,20.73,10.3,162.6583333,55.734,-10.1586,7.61788
20140716,20.009,11.1,98.275,51.2949,-11.1434,5.77832
20140717,19.962,0.1,492.0979167,84.3791,-8.37819,11.8843
20140718,19.718,0,583.2104167,100.112,-10.3979,11.9599
20140719,20.426,0,463.2208333,92.8052,-10.6154,9.3942
20140720,20.275,0,327.0520833,68.1804,-9.47967,9.26867
20140721,20.323,0,587.7395833,101.521,-8.56835,9.52658
20140722,21.814,0,567.00625,98.8303,-9.37172,7.98869
20140723,22.431,3.6,453.3375,84.5808,-6.89464,6.09492
20140724,18.794,0.2,579.95,102.159,-6.31894,8.99293
20140725,19.567,0,526.8291667,89.9326,-9.44608,7.60061
20140726,20.06,0,509.5041667,90.3424,-9.61332,6.81986
20140727,18.683,2.7,359.96875,63.6903,-8.86885,6.67012
20140728,18.994,7.2,77.16041667,18.9207,-3.82447,4.36114
20140729,18.819,0,483.3291667,98.3102,-10.4961,9.43764
20140730,17.792,0,335.7145833,64.4338,-8.61858,8.39671
20140731,18.921,0,419.01875,89.1394,-9.37356,6.03325
20140801,19.752,0,414.1666667,71.7478,-7.97941,5.64579
20140802,19.582,0,232.625,46.3285,-8.08129,6.75374
20140803,18.97,0.2,437.9354167,71.6338,-9.97138,5.67457
20140804,20.62,0,466.30625,68.6827,-6.94041,6.65132
20140805,21.68,0.2,468.70625,80.3245,-7.41685,5.47977
20140806,18.475,2,242.79375,34.9255,-5.30269,6.4661
20140807,17.639,7.4,374.3895833,70.2881,-6.91655,6.42859
20140808,18.39,3.6,416.1375,78.1,-5.85445,6.88115
20140809,20.403,0,487.9916667,70.2768,-5.75979,6.79951
20140810,20.59,0,505.6520833,75.2666,-7.72788,6.76516
20140811,19,0,440.4979167,60.1217,-7.05064,7.12279
20140812,19.159,0,504.1958333,98.037,-7.28725,7.10836
20140813,16.014,5.2,169.8583333,30.4668,-5.63522,5.40718
