TIMESTAMP,TA_F,P_F,PPFD_IN,LE_F_MDS,NEE_VUT_REF,GPP_DT_VUT_REF
20090915,13.402,0.316,-9999,76.7059,-1.63313,8.14248
20090916,8.908,0,153.76875,36.0666,-1.58862,6.31801
20090917,9.556,0,448.9104167,39.7974,-2.76411,9.10933
20090918,11.056,0.8,223.3020833,68.5353,-2.40621,6.61977
20090919,11.255,0,411.5166667,78.5806,-2.85986,7.03825
20090920,12.767,0,388.2541667,75.3036,-2.12201,5.67617
20090921,15.774,0,427.9041667,62.1519,-1.56866,6.22656
20090922,14.239,0,307.1541667,39.489,-3.37244,5.47578
20090923,18.705,0.1,225.6354167,56.3823,-0.934691,2.21772
20090924,15.432,2.7,349.7833333,116.247,-1.01422,1.70668
20090925,8.837,0.6,318.2645833,72.1635,-1.04173,1.59044
20090926,7.227,0,399.4729167,53.8742,-1.42342,1.92061
20090927,10.557,7,72.2625,5.46677,1.42021,0.397825
20090928,16.683,3.5,245.3604167,75.8299,-0.724392,2.44418
20090929,14.455,5.7,224.1666667,77.0656,0.399514,4.58158
20090930,11.466,1.3,199.26875,28.0021,-0.977966,5.65369
20091001,7.883,0.9,170.7979167,43.6188,-0.481939,5.11641
20091002,7.635,0.3,199.7125,54.4213,-1.17986,5.76079
20091003,8.902,4.9,70.59791667,5.41475,1.38224,3.01981
20091004,12.384,16.5,63.31875,13.8161,1.58133,2.7454
20091005,11.483,0.1,271.7979167,71.8642,-1.34616,4.02694
20091006,10.612,0,242.2520833,50.089,-1.43854,3.19281
20091007,8.159,15.2,27.14791667,2.74423,1.87169,0.882508
20091008,9.033,0,257.7916667,52.4493,-1.99721,3.04125
20091009,8.818,3.1,66.01521739,16.9853,0.474486,1.67985
20091010,8.556,7.3,141.5125,28.6724,-0.532218,2.4381
20091011,5.014,0,225.725,40.4235,-0.830079,2.75831
20091012,5.567,0,254.1895833,39.7432,-1.21303,3.06397
20091013,2.074,9.2,61.16041667,10.5941,0.977103,1.26888
20091014,2.424,0,229.5333333,38.0403,-1.54525,2.90073
20091015,0.905,0,204.2333333,19.7284,-0.592188,2.91192
20091016,1.808,0,225.81875,20.9216,-0.501315,2.95282
20091017,3.141,0,312.7916667,27.4448,-0.947895,3.61101
20091018,1.794,5.8,82.05,10.5334,0.285634,1.93557
20091019,5.187,2.2,248.4479167,51.0484,-1.19132,4.37384
20091020,4.868,0,115.9375,14.7509,-0.444406,2.96177
20091021,8.466,0,274.0625,35.69,-1.13273,3.65495
20091022,1.106,8.6,28.46041667,4.84453,2.12245,0.688514
20091023,1.263,0,245.4083333,37.4292,-1.02783,2.84835
20091024,3.875,51.1,20.8,3.41127,2.44364,0.459943
20091025,10.029,5.6,275.2729167,71.432,-0.932355,3.3581
20091026,4.391,0,279.5333333,31.63,-0.894927,3.77018
20091027,3.354,0,146.7083333,19.542,-0.862562,3.41807
20091028,3.015,0,129.3166667,14.0463,-0.677289,3.71908
20091029,5.271,0,207.10625,17.8615,-0.468294,3.81547
20091030,6.935,0,232.8416667,21.548,-1.25573,3.92316
20091031,11.511,6.1,36.20833333,3.06891,2.00549,1.42575
20091101,8.292,0,203.6208333,48.7596,-0.48333,3.07424
20091102,4.008,0,267.3041667,22.2282,-0.609717,3.22293
20091103,4.98,0,178.8041667,14.1457,-0.522366,2.45313
20091104,2.855,0,239.275,21.3989,-0.753406,2.93625
20091105,0.209,0.7,96.825,8.03778,0.131037,1.53284
20091106,0.298,0.9,142.225,26.3368,-0.28274,1.10809
20091107,1.569,0,216.8729167,11.5138,-0.505473,0.954286
20091108,7.857,0,205.8854167,19.1065,-0.336623,0.968761
20091109,9.478,0,206.4791667,16.2357,-0.708606,1.32848
20091110,9.915,0,101.25,18.2345,-0.37221,1.58268
20091111,5.802,0,194.8541667,16.5874,-0.533813,2.34986
20091112,2.707,0,190.35,9.33195,-0.557739,2.23251
20091113,2.451,0,160.8208333,6.49966,0.180356,1.89603
20091114,4.489,17.3,61.0875,2.11616,-0.0249111,1.09072
20091115,10.663,41.5,78.87916667,5.72608,0.419717,1.19986
20091116,6.604,0.1,201.3604167,26.8813,-0.574082,2.31279
20091117,3.874,0,160.0479167,18.2216,-0.495639,2.14414
20091118,2.267,0,198.4854167,14.0568,-0.590852,2.37714
20091119,4.318,0,199.36875,12.5212,-0.627615,2.32633
20091120,6.308,9.5,27.89791667,-2.10035,0.901982,0.827179
20091121,6.162,0,101.19375,14.1591,-0.394674,1.79657
20091122,2.292,0,153.6020833,13.9824,-0.501838,1.91248
20091123,2.455,0,84.72083333,4.17801,-0.588145,1.5092
20091124,4.678,1.2,63.09166667,3.92649,-0.992197,1.31125
20091125,4.616,1.3,46.58541667,0.544674,-0.226632,1.07558
20091126,5.972,0.6,41.34166667,1.75193,-0.131111,0.991693
20091127,5.17,27.5,29.42916667,0.502759,0.00945259,0.78626
20091128,3.193,3.8,47.43958333,5.74444,-0.88255,1.01155
20091129,1.428,0,148.8291667,9.33738,-1.99155,1.54818
20091130,0.999,8.8,23.51041667,0.588649,-1.88396,0.5048
20091201,-1.48,0,159.3270833,10.1536,-1.72657,1.55925
20091202,1.453,0,161.9458333,8.61299,-1.09257,1.46392
20091203,8.458,16.8,46.99166667,1.69649,-0.435607,0.681233
20091204,6.17,0,139.4833333,10.4092,-0.830953,1.3351
20091205,1.142,0,51.70833333,6.20351,-0.352809,0.771883
20091206,-1.696,0.8,138.3270833,9.43524,-0.586675,1.2611
20091207,-3.465,0.1,83.4625,6.06384,-0.681303,0.981166
20091208,-3.872,0,128.425,13.4108,-0.346402,1.15285
20091209,-7.161,0,17.58333333,1.69937,-0.04005,0.287352
20091210,-2.717,0.1,61.15625,7.48443,-0.147081,0.714294
20091211,-6.026,0,109.84375,8.37996,0.275727,1.03871
20091212,-8.789,0,149.7791667,10.3663,0.553634,1.15627
20091213,-4.968,0,126.99375,8.54039,0.506233,0.944505
20091214,-0.681,0.5,123.4291667,7.35508,0.659722,0.841044
20091215,-1.627,0,11.41666667,1.54991,0.789917,0.158198
20091216,-9.226,0,150.7729167,11.272,0.841966,1.0038
20091217,-16.449,0.1,156.85625,5.3727,0.874012,0.969297
20091218,-13.135,0,161.3541667,6.63465,0.885645,0.929727
20091219,-9.496,0,158.7729167,9.00867,0.896363,0.857131
20091220,-8.278,0,37.55,1.4513,0.848254,0.299269
20091221,-5.775,0,58.86458333,1.16215,0.822852,0.40478
20091222,-6.473,0,66.54583333,1.56636,0.7494,0.40388
20091223,-7.826,0,65.1875,0.37714,0.771405,0.347907
20091224,-0.136,1.9,86.9125,-0.567636,0.716321,0.43797
20091225,-2.754,0,34.10625,-0.183049,0.867914,0.172576
20091226,-3.776,0,38.97916667,-0.214425,0.822142,0.169184
20091227,2.874,9.4,14.26458333,-1.7266,0.831623,0.0516218
20091228,0.46,0.7,153.4333333,1.02319,0.450796,0.521224
20091229,-8.127,0,112.8708333,0.484601,0.540801,0.462986
20091230,-13.674,0,169.0875,5.05426,0.386882,0.597112
20091231,-9.484,0,91.23125,-0.0990997,0.639125,0.308646
20100101,-5.206,0,61.50833333,-0.805334,0.756737,0.0103184
20100102,-5.722,0,44.50833333,-1.26855,0.759395,0.00726814
20100103,0.652,13.8,55.92708333,-1.31132,0.776665,0.0112187
20100104,0.927,0.2,79.68333333,-0.552359,0.633509,0.015924
20100105,-1.531,0.1,62.47291667,0.436937,0.784398,0.0124762
20100106,-2.691,0,128.5479167,2.4953,0.54629,0.0244281
20100107,-3.853,0,132.1145833,1.02827,0.645734,0.0256675
20100108,-6.443,0,127.3625,1.26289,0.464128,0.0237704
20100109,-7.739,0,160.9583333,2.19948,0.410998,0.031682
20100110,-11.235,0,175.7229167,3.46505,0.575327,0.0326772
20100111,-7.426,0,121.9583333,4.28408,0.565582,0.0219506
20100112,-9.391,0,130.84375,4.89183,0.671792,0.0244039
20100113,-11.018,0,196.975,5.93739,0.652295,0.0269913
20100114,-9.564,0,201.5208333,3.87372,0.567565,0.00944729
20100115,-2.806,0,28.825,1.77098,0.562999,0
20100116,0.54,0,63.18333333,3.61823,0.6693,0
20100117,-7.261,0,114.1166667,8.2943,0.73362,0
20100118,-4.689,0,61.63541667,7.81386,0.728743,0
20100119,-5.159,2.422,37.96333333,3.82762,0.685154,0
20100120,-1.415,5.613,-9999,2.30041,0.661737,0
20100121,-3.709,0,-9999,10.1512,0.725558,0
20100122,-6.647,0,-9999,16.492,0.764678,0
20100123,-9.824,0,-9999,15.8775,0.737526,0
20100124,-7.298,0.045,-9999,9.69029,0.61893,0
20100125,4.092,12.104,-9999,9.71301,0.646415,0
20100126,-0.962,1.553,-9999,7.02367,0.622192,0
20100127,0.122,0,86.9875,3.98389,0.686598,0
20100128,-2.153,0,99.28541667,3.38397,0.624333,0
20100129,-13.407,0,212.8291667,4.02665,0.561769,0
20100130,-14.028,0,241.3020833,5.63905,0.620603,0
20100131,-12.253,0,247.5708333,4.10217,0.604852,0
20100201,-9.983,0,248.0666667,5.5236,0.62333,0
20100202,-13.656,0,259.1395833,4.45399,0.6069,0
20100203,-8.553,0,179.3916667,1.16519,0.705244,0
20100204,-8.655,0,252.1270833,4.98897,0.652263,0.0157531
20100205,-9.677,0,298.0545455,5.53836,0.633884,0.0782665
20100206,-12.065,0,281.025,3.82243,0.648084,0.103183
20100207,-7.097,0,222.63125,4.39778,0.724622,0.117484
20100208,-4.768,0,213.4104167,3.85276,0.76366,0.144952
20100209,-1.05,0,282.4541667,4.15653,0.699764,0.22489
20100210,-3.386,0,173.6458333,4.75603,0.826629,0.176613
20100211,-1.938,0,268.8916667,5.23994,0.780875,0.299127
20100212,-0.911,0,198.7854167,5.03093,0.857709,0.269405
20100213,-2.886,0,304.4291667,4.28951,0.829214,0.421559
20100214,-2.502,0,155.13125,4.1693,0.87512,0.26251
20100215,-2.63,0,195.6458333,3.73949,0.842097,0.351626
20100216,-2.298,0,288.8520833,2.41139,0.794553,0.653118
20100217,-0.196,0,176.6666667,2.59244,0.795004,0.74536
20100218,2.069,0,210.54375,3.35518,0.80644,0.94526
20100219,0.298,0,219.0354167,4.47641,0.765419,0.963184
20100220,0.976,0,331.1020833,4.94457,0.718062,1.09701
20100221,-0.735,0.8,122.3791667,1.40284,0.600594,0.655608
20100222,1.764,1.3,169.5583333,3.22386,0.515922,0.756338
20100223,0.927,0.4,161.7,0.503763,0.57132,0.704121
20100224,0.867,0.9,61.45625,-2.28666,0.645999,0.467538
20100225,0.714,12.8,44.44166667,-1.093,0.727499,0.399365
20100226,0.942,27,78.18333333,-1.44595,0.547324,0.588507
20100227,1.948,5.2,66.775,-0.533794,0.488488,0.709111
20100228,1.411,4,115.25625,1.4664,0.544449,0.981634
20100301,1.471,9.7,118.1625,1.71023,0.425612,1.2433
20100302,2.626,0,248.56875,8.76228,-4.34E-05,1.73229
20100303,1.058,0,119.9270833,5.93143,0.224855,1.42177
20100304,0.972,0,155.68125,5.64607,0.338306,1.37367
20100305,-0.682,0,410.01875,10.2324,0.337553,1.79776
20100306,3.607,0,420.1541667,9.70509,0.497036,1.62625
20100307,4.993,0,411.9,9.2401,0.492033,1.43129
20100308,4.33,0,371.4395833,10.0376,0.365327,1.16202
20100309,0.261,0,421.0770833,12.511,0.116204,1.1314
20100310,0.718,0,432.5020833,8.81234,0.373357,0.916004
20100311,1.862,0,404.8583333,8.66314,0.483897,0.579265
20100312,2.853,0,449.8,9.70956,0.161354,0.596512
20100313,2.28,0,418.0666667,6.46352,0.106098,0.742
20100314,2.966,0,247.9125,8.68461,0.0173443,0.719047
20100315,5.392,0,359.1604167,19.918,-0.606507,1.51006
20100316,6.722,0,463.8958333,15.9226,-0.543414,2.52378
20100317,8.052,0,421.7333333,15.7202,-1.27414,2.98969
20100318,7.894,0,320.175,16.2142,-1.37341,2.80084
20100319,6.461,0,399.1791667,20.8823,-1.91794,2.10516
20100320,7.848,0,313.1979167,17.2877,-1.64317,1.29795
20100321,1.971,0,208.0541667,12.2817,-1.71245,0.910171
20100322,2.679,2.3,120.625,6.96726,-0.760591,0.543072
20100323,2.251,49.9,42.90833333,1.41087,0.723128,0.186079
20100324,1.221,4.1,178.9958333,5.55136,-0.852534,0.800118
20100325,6.164,0,495.0520833,48.9471,-2.38841,2.02099
20100326,-2.481,0,458.2041667,23.7912,-2.39747,2.25286
20100327,-6.202,0,518.9854167,12.8675,-2.37542,3.03023
20100328,-1.333,0,308.4145833,17.181,-1.33478,2.62319
20100329,5.821,25.3,38.95208333,1.20887,0.468243,0.650692
20100330,4.355,16,112.8104167,3.10315,-0.564296,1.95119
20100331,5.653,14,136.6791667,3.61205,-1.32589,2.63502
20100401,8.414,0.1,421.5520833,30.5598,-3.15559,5.31906
20100402,10.592,0,478.81875,25.3545,-3.48897,6.18238
20100403,11.691,0.2,417.5479167,40.8022,-2.66895,5.58663
20100404,13.378,0,488.00625,46.0752,-3.57956,6.17554
20100405,11.768,0,441.8604167,43.9457,-3.74846,6.45506
20100406,11.35,0,290.7979167,32.1651,-3.55577,6.27066
20100407,11.156,3.6,289.78125,35.3762,-3.34027,5.33355
20100408,7.473,0,193.0458333,23.7689,-2.61397,4.5084
20100409,8.933,14.4,71.69791667,8.42856,0.265765,2.14705
20100410,4.913,4.3,282.9458333,25.1693,-3.38531,5.77751
20100411,7.278,0,247.7145833,29.1495,-2.91623,4.75516
20100412,5.803,0,344.86875,35.611,-3.98652,5.79121
20100413,6.541,0,603.15625,44.5625,-3.89087,6.73054
20100414,6.746,0,474.5729167,40.0406,-4.08924,6.05122
20100415,5.127,0,402.9270833,30.9988,-3.72871,5.71673
20100416,3.392,0,452.6416667,28.1797,-3.7555,5.67873
20100417,2.651,0,184.2166667,13.8349,-2.36327,3.60303
20100418,4.046,0.3,291.1291667,23.3638,-3.29883,5.11979
20100419,6.897,2.3,302.8916667,26.4024,-3.70141,5.69261
20100420,11.449,0.1,457.9833333,59.5971,-4.4693,6.82814
20100421,10.589,1.2,477.3833333,39.1047,-3.4764,6.5363
20100422,10.737,0.7,465.7041667,47.3561,-3.68438,7.53125
20100423,9.138,6.9,194.0458333,9.3649,-2.46946,6.06154
20100424,11.832,0,536.1333333,87.7624,-4.36436,8.91143
20100425,9.81,0.8,333.25625,31.3729,-4.22723,7.48959
20100426,11.237,0.3,430.01875,50.1495,-3.62867,7.31325
20100427,6.057,0.9,238.5666667,22.0146,-2.87833,3.88341
20100428,4.523,8.4,157.2333333,7.28476,-0.748501,1.5683
20100429,6.514,0.1,485.76875,66.8479,-4.37434,3.12883
20100430,11.678,0,498.4458333,68.8886,-3.51915,5.04314
20100501,16.157,0,652.0666667,61.9952,-2.56964,6.39297
20100502,19.515,0,515.75,73.5279,-3.69912,6.91703
20100503,17.252,3,283.8,51.5963,-3.09502,6.06536
20100504,16.401,0.1,411.0791667,58.369,-3.26402,7.51607
20100505,15.453,0,470.625,59.2447,-4.48921,8.16303
20100506,11.117,3.5,201.8708333,29.5441,-1.22439,5.09941
20100507,10.368,0,673.23125,72.2762,-4.25753,8.95892
20100508,6.255,6.1,90.41666667,4.45339,-0.276106,3.26697
20100509,6.267,0.7,301.80625,34.0492,-4.25103,6.75817
20100510,3.596,0,171.8375,11.4853,-2.77409,5.02257
20100511,7.946,0,639.2895833,52.0073,-4.50717,8.78974
20100512,8.069,0,333.9,35.1754,-3.43845,6.43745
20100513,10.934,0,691.6020833,85.6357,-5.22901,10.0043
20100514,12.629,0,444.2208333,53.6124,-3.48606,7.58115
20100515,11.78,0,358.4645833,39.6812,-2.72596,6.95577
20100516,12.932,0,700.8541667,85.6099,-5.05043,10.9911
20100517,15.503,0,704.8229167,85.8602,-4.27189,11.3241
20100518,15.104,0,618.275,70.6576,-3.93356,11.3609
20100519,9.785,13.4,118.54375,3.84547,0.308647,5.6401
20100520,18.343,0,623.9833333,102.09,-3.61717,11.3259
20100521,14.74,0,711.9145833,77.4682,-3.50802,11.6814
20100522,14.106,0,555.4833333,67.2613,-4.3999,10.7032
20100523,17.536,0,671.4229167,79.0011,-2.22063,10.7515
20100524,21.844,0,657.05625,75.8336,-1.52029,10.1773
20100525,23.582,1.8,561.91875,68.4776,-1.84416,9.15092
20100526,21.88,0,642.74375,104.239,-2.618,9.44336
20100527,15.133,0,720.025,87.8111,-3.12097,9.84283
20100528,15.104,0,663.1666667,68.3116,-3.7401,10.2136
20100529,14.462,0,331.9583333,38.944,-4.56866,8.44694
20100530,16.817,0,521.8833333,86.5936,-4.18339,9.33434
20100531,15.283,0,723.5958333,65.8535,-3.71004,11.7355
20100601,12.586,19.5,123.175,5.4005,1.36425,4.82621
20100602,16.424,0.8,485.2979167,77.1027,-5.43738,11.1001
20100603,11.412,13.2,93.9125,5.50233,2.51915,3.87022
20100604,17.187,0,423.4375,65.7822,-3.81309,10.1023
20100605,15.144,16.2,116.7625,3.99176,1.66894,4.00932
20100606,14.39,16.5,82.29375,3.95767,2.82446,2.80123
20100607,15.056,0,675.0041667,107.25,-5.22399,10.8268
20100608,12.225,1,461.6354167,66.5382,-5.53768,10.2183
20100609,14.989,0,654.2,81.8077,-5.86661,12.617
20100610,12.534,0.5,300.9708333,34.2534,-4.04155,10.7512
20100611,16.006,0,660.9916667,58.533,-5.5282,15.7445
20100612,18.265,0,413.4854167,57.1223,-3.99476,12.9834
20100613,18.225,0,554.55625,76.3667,-4.91943,15.4178
20100614,15.773,0.2,261.5479167,28.889,-1.31894,11.1948
20100615,16.307,0,730.5583333,110.308,-4.20344,12.4897
20100616,17.629,0.4,528.25625,85.6956,-4.22604,9.20766
20100617,15.982,3.6,365.6145833,53.0581,-2.2823,7.25904
20100618,23.343,0,587.6,85.6009,-2.1842,9.26617
20100619,23.185,0,692.8791667,107.207,-2.32298,10.6005
20100620,20.405,2.9,403.8666667,55.9809,-1.90318,8.67142
20100621,21.91,0,630.36875,116.233,-3.01471,11.4322
20100622,21.05,0,669.3041667,110.928,-2.67899,10.2689
20100623,15.71,4.3,105.725,4.83824,3.32506,2.96932
20100624,19.673,11.6,367.8770833,70.5567,-2.50399,8.12023
20100625,19.953,0,613.4479167,104.819,-4.13436,12.8407
20100626,18.89,0.9,457.975,78.2784,-4.72408,11.9883
20100627,18.99,0,596.05625,101.999,-5.36162,14.3004
20100628,15.969,19,94.44583333,8.81946,3.72263,4.0973
20100629,18.865,2.5,360.3708333,64.3028,-2.40907,8.70108
20100630,16.359,0,586.01875,116.251,-4.66088,11.6311
20100701,15.162,0,588.35625,83.2186,-4.97224,11.54
20100702,18.016,0,650.3083333,84.5849,-3.06349,11.2089
20100703,20.817,0,636.69375,94.1022,-2.80355,10.0324
20100704,23.887,0,562.6854167,86.7498,-2.21672,8.9754
20100705,25.6,0,562.66875,103.737,-1.74069,9.29724
20100706,25.812,0,532.175,83.2468,-2.48307,11.3963
20100707,25.599,0,607.4104167,110.719,-2.44229,12.5025
20100708,23.154,0,563.375,87.8401,-4.05626,13.8509
20100709,24.154,0,528.63125,99.7027,-2.84729,13.3368
20100710,22.002,3,162.6291667,8.10051,2.34212,8.09473
20100711,21.371,3.6,247.8125,31.1553,-0.0760046,11.1154
20100712,23.625,0,602.9541667,100.711,-2.6341,16.8942
20100713,23.304,0,511.65625,91.8836,-1.20069,14.2018
20100714,22.044,1.5,265.74375,31.3847,0.51942,11.2239
20100715,24.44,0,567.8,97.8124,-3.8309,13.1134
20100716,21.403,0,362.4333333,57.2086,-0.117087,10.5784
20100717,25.302,0,605.18125,100.369,-3.24257,11.9525
20100718,23.706,0,542.9708333,90.0703,-3.5593,12.2452
20100719,20.052,1.5,255.84375,35.5223,-1.26723,8.48998
20100720,21.364,0,434.975,67.8759,-4.6927,10.7592
20100721,21.787,1.1,541.6833333,91.3812,-2.79264,9.73731
20100722,21.294,0.1,539.7354167,98.7127,-3.56593,10.6667
20100723,22.409,0,633.1125,94.24,-2.47087,10.1681
20100724,19.202,0,157.7208333,14.6239,-0.491514,5.97003
20100725,20.819,1,469.6875,91.8087,-3.22515,10.3171
20100726,18.936,0,355.1145833,61.3974,-4.33029,10.0625
20100727,22.141,0,647.8375,95.0787,-2.15302,11.0956
20100728,23.288,0,571.05625,92.9705,-3.82306,10.0937
20100729,22.452,0,582.0229167,94.253,-3.85085,12.3312
20100730,17.145,0,564.6666667,79.7783,-5.01378,12.1332
20100731,18.69,0,459.225,66.1963,-4.58953,10.7256
20100801,18.671,0,438.89375,69.9834,-1.89301,8.22695
20100802,19.094,0,634.9604167,79.5312,-2.19973,11.4202
20100803,19.453,1.2,296.825,35.1669,-3.66459,9.35161
20100804,24.103,0.4,447.9791667,77.8431,-1.3899,9.74667
20100805,24.168,0,313.8895833,53.763,-2.82111,8.58837
20100806,20.047,0.9,447.5083333,72.6728,-2.8081,9.81276
20100807,15.401,0,561.8958333,66.4732,-4.03887,10.8252
20100808,18.761,0,456.15625,54.8827,-2.51895,8.63074
20100809,21.9,1.6,313.2270833,53.7634,-1.86206,8.3337
20100810,22.533,0.3,510.1458333,83.6018,-0.598075,8.54207
20100811,20.322,0,528.1166667,76.3106,-2.13769,10.0071
20100812,18.048,0,448.5979167,53.8113,-1.71619,9.91087
20100813,19.493,0,553.2791667,59.0498,-2.01667,9.49602
20100814,20.439,0,569.66875,63.4936,-1.32777,8.23592
20100815,19.001,0,587.3833333,64.5552,-2.29732,7.75344
20100816,17.646,1.9,82.20208333,0.441419,3.18956,2.99902
20100817,22.907,0,513.1208333,84.0636,-0.854334,7.88603
20100818,21.194,0,448.9916667,58.2904,-2.02149,8.28132
20100819,21.748,0,575.3645833,59.9009,-0.373489,9.03241
20100820,18.096,0,547.35625,62.9282,-3.35306,9.4535
20100821,19.124,0,503.9229167,55.9676,-2.49068,8.98484
20100822,17.447,0.1,117.81875,7.97579,2.18976,3.96598
20100823,17.784,0,228.425,19.3362,0.412754,6.16693
20100824,18.615,0,558.03125,39.9417,-2.05201,9.78268
20100825,15.975,22.8,198.7770833,12.9852,1.39914,5.58598
20100826,19.221,6.2,288.15625,34.6956,0.294522,7.05585
20100827,17.754,0,489.8791667,39.4022,-0.922666,9.11113
20100828,18.915,0,470.9770833,36.8797,-0.233063,8.96854
20100829,23.977,0,537.65,42.1946,-0.453797,8.60994
20100830,26.192,0,548.2791667,40.9804,-1.04218,8.22397
20100831,26.291,0,492.8520833,59.3985,0.151167,8.47251
20100901,27.417,0,514.5291667,67.2174,0.0352137,9.02445
20100902,26.122,0,506.6395833,62.2146,-0.434807,9.25609
20100903,25.116,0.4,390.70625,57.5697,-0.237138,8.4304
20100904,20.745,73.8,254.3666667,48.2791,0.858149,6.50509
20100905,15.187,0,413.25,52.4677,-2.63953,9.5607
20100906,15.632,0,484.0083333,55.4856,-2.49661,9.26899
20100907,16.637,0.2,199.2583333,18.9935,-0.546476,6.5138
20100908,15.924,18.341,92.10625,10.06,3.94578,2.64007
20100909,15.334,1,331.94375,41.3349,-2.0489,7.87226
20100910,12.799,0.3,161.2041667,16.2958,0.0807344,5.47207
20100911,14.918,0,461.0041667,51.9277,-4.32849,9.04583
20100912,12.347,0,310.45625,31.3362,-3.03836,7.37841
20100913,11.223,0.5,142.8979167,9.52691,-0.450365,4.29513
20100914,13.479,1.3,194.0416667,12.8948,-0.203083,5.3464
20100915,12.016,0.3,293.5729167,29.8565,-3.26096,8.89598
20100916,12.248,12.1,332.75,36.0908,-3.75558,9.96126
20100917,12.362,5.5,321.3145833,33.0333,-2.21766,9.53518
20100918,12.532,0,444.6166667,45.6797,-3.23321,10.2575
20100919,12.341,0,240.8270833,15.9204,-3.31323,7.84044
20100920,12.873,0,370.45625,53.5121,-2.38054,8.65136
20100921,12.342,0,282.8979167,31.9206,-2.31478,7.49148
20100922,17.268,0,203.3708333,30.2463,-2.21099,4.74838
20100923,12.719,0,251.875,26.8724,-2.48474,2.8004
20100924,10.418,14.1,43.95625,0.808956,3.88598,0.804276
20100925,15.95,0.4,179.8666667,9.21821,-0.346599,5.97016
20100926,10.619,0,86.08125,0.836686,1.35642,5.35949
20100927,12.748,3.1,149.56875,7.82554,0.11763,6.58603
20100928,17.528,1.4,127.0333333,1.61,1.83734,6.03071
20100929,20.575,0.2,286.2416667,53.6027,0.488549,7.98203
20100930,17.808,0.2,142.9104167,6.70728,0.721083,5.84343
20101001,18.587,21.9,119.3270833,2.03248,1.88644,5.26509
20101002,11.023,0.6,364.6458333,30.4774,-0.595405,7.63429
20101003,8.09,0,303.31875,16.8844,-1.8722,7.13324
20101004,9.048,0,300.6125,14.2289,-0.968002,6.56263
20101005,12.403,0,363.3541667,33.9499,-0.535511,6.72649
20101006,10.261,17.5,129.4604167,5.79426,-0.345661,4.26071
20101007,10.107,4.4,77.68541667,-2.4659,1.27867,3.30017
20101008,10.808,0,330.6770833,22.7072,-1.64071,6.64382
20101009,6.565,0,220.9229167,16.0064,-1.35787,4.41122
20101010,8.451,0,281.9229167,31.2784,-1.66906,4.31756
20101011,8.966,0,346.5729167,29.2717,-1.18994,4.47679
20101012,7.899,0,307.7875,20.7631,-1.30636,4.03387
20101013,8.321,0,312.5875,26.258,-1.62997,4.26025
20101014,7.62,0,223.0541667,6.74494,-1.48027,3.60549
20101015,8.173,33.8,21.99375,0.565023,2.41404,0.571936
20101016,8.095,14.1,78.74375,-1.25601,0.602457,2.21319
20101017,8.699,0,259.8916667,20.9134,-1.09171,4.52338
20101018,5.663,0,162.3354167,12.2306,-0.414527,3.39874
20101019,4.569,0,274.775,17.8009,-1.30849,4.52665
20101020,6.538,0,224.14375,13.2309,-1.39162,3.91923
20101021,8.572,1.1,81.65208333,-2.35434,0.723433,1.80746
20101022,4.237,0,174.8145833,8.03186,-0.576342,3.06718
20101023,4.318,0,280.125,15.0707,-1.68621,4.0156
20101024,4.475,0,255.8395833,10.6567,-1.02759,3.52464
20101025,6.521,0.8,49.02291667,0.0195945,1.81519,0.940094
20101026,11.519,6.5,122.0375,0.372946,0.705706,1.93678
20101027,13.694,15.1,29.58125,-0.26752,3.18629,0.485222
20101028,13.756,0.4,224.83125,5.51382,-0.393945,2.599
20101029,7.478,0,133.3229167,3.34529,0.55294,1.67699
20101030,2.349,0,155.7375,1.47022,0.0138434,2.02659
20101031,0.015,3.4,48.02291667,-0.580573,0.961054,0.852854
20101101,2.442,2.4,147.15,-0.897803,-0.0794051,1.67871
20101102,1.452,0,223.0777778,2.52637,-0.0238887,2.02517
20101103,1.187,0,254.4645833,2.8663,-0.0699875,2.14137
20101104,3.068,18.2,68.35833333,0.199438,1.55485,0.690165
20101105,9.907,9.1,33.00208333,-0.435259,1.839,0.314639
20101106,4.934,0,35.48125,-0.404364,1.71283,0.309632
20101107,2.549,20.3,49.90625,0.171435,1.40921,0.414988
20101108,5.626,24.7,33.3,-0.305624,1.68499,0.238504
20101109,6.557,6.3,71.23541667,1.94218,1.14961,0.467401
20101110,3.266,0.2,165.9104167,5.61864,-0.273192,0.879894
20101111,3.174,0,225.7145833,11.6196,-0.680522,1.02954
20101112,6.475,0,225.2604167,9.50993,-0.597319,0.965937
20101113,7.868,0,222.5666667,10.2591,-0.301784,1.699
20101114,3.831,0,193.6020833,4.44189,-0.838932,3.18149
20101115,4.122,0,35.18541667,-0.307177,1.26612,1.74344
20101116,6.636,1.8,60.07708333,-0.033865,0.77583,2.00354
20101117,8.25,13.6,26.88125,-0.686273,1.70766,0.870796
20101118,4.866,0,114.25625,1.45442,-0.0139295,1.74043
20101119,-0.59,0,188.8729167,7.12854,-0.477618,1.74395
20101120,-1.106,0.2,117.03125,-0.857332,0.601197,1.23872
20101121,-3.372,0,195.2166667,2.39556,-0.263785,1.7151
20101122,-1.98,5.7,16.15,-0.394537,1.47127,0.258971
20101123,1.994,5.4,18.93125,-0.0509719,1.46708,0.312673
20101124,0.382,0.1,106.51875,0.895669,0.359007,1.05035
